 


  
  

NCAA Men's Basketball
Division IWon-Lost Percentage
Through Games 03/15/2016


"Rank","Name","W","L","Pct"
"237","Air Force","32","14-18","752","1761","42.7"
"238","Towson","32","20-12","779","1825","42.7"
"239","Gardner-Webb","33","17-16","871","2041","42.7"
"240","Rider","33","13-20","769","1802","42.7"
"241","Wagner","32","22-10","809","1896","42.7"
"242","Syracuse","32","19-13","766","1796","42.7"
"243","Loyola Chicago","32","15-17","725","1700","42.6"
"","Seattle U","30","14-16","696","1632","42.6"
"245","Norfolk St.","33","17-16","792","1858","42.6"
"246","Stanford","30","15-15","704","1653","42.6"
"247","Colorado","33","22-11","842","1979","42.5"
"248","East Carolina","32","12-20","761","1790","42.5"
"249","Florida","34","20-14","873","2055","42.5"
"250","Colorado St.","34","18-16","878","2067","42.5"
"251","American","31","12-19","631","1487","42.4"
"252","San Jose St.","31","9-22","756","1782","42.4"
"253","UT Arlington","33","23-10","903","2130","42.4"
"254","Lamar University","30","11-19","771","1821","42.3"
"255","Oklahoma St.","32","12-20","723","1709","42.3"
"256","IUPUI","32","13-19","785","1858","42.2"
"257","Marist","30","7-23","723","1713","42.2"
"258","Providence","33","23-10","833","1974","42.2"
"259","Alabama","33","18-15","738","1750","42.2"
"260","Saint Peter's","30","14-16","700","1660","42.2"
"261","Missouri","31","10-21","732","1736","42.2"
"262","Saint Francis (PA)","30","13-17","716","1700","42.1"
"263","Tennessee","34","15-19","890","2116","42.1"
"264","Georgia","32","19-13","744","1770","42.0"
"265","San Diego St.","34","25-9","778","1852","42.0"
"266","Col. of Charleston","31","17-14","722","1719","42.0"
"267","Bryant","31","8-23","755","1798","42.0"
"268","Nicholls St.","34","11-23","787","1875","42.0"
"269","Cornell","28","10-18","703","1675","42.0"
"270","Canisius","33","14-19","845","2014","42.0"
"271","Saint Louis","32","11-21","724","1726","41.9"
"272","New Orleans","30","10-20","763","1821","41.9"
"273","Loyola Marymount","31","14-17","796","1903","41.8"
"274","UTRGV","30","8-22","716","1712","41.8"
"275","Rutgers","32","7-25","785","1878","41.8"
"276","South Fla.","33","8-25","774","1852","41.8"
"277","New Hampshire","31","19-12","762","1824","41.8"
"278","Alabama A&M","29","11-18","682","1633","41.8"
"279","The Citadel","32","10-22","938","2249","41.7"
"280","Cal Poly","30","10-20","755","1813","41.6"
"281","Robert Morris","32","10-22","741","1780","41.6"
"282","UTSA","32","5-27","796","1915","41.6"
"","Ole Miss","32","20-12","796","1915","41.6"
"284","Nevada","32","19-13","817","1966","41.6"
"285","Arkansas St.","31","11-20","770","1855","41.5"
"286","Hampton","31","21-10","793","1911","41.5"
"287","Arizona St.","32","15-17","796","1919","41.5"
"288","Missouri St.","32","13-19","752","1817","41.4"
"289","Illinois St.","32","18-14","759","1835","41.4"
"290","Bethune-Cookman","32","14-18","799","1932","41.4"
"291","Memphis","34","19-15","877","2124","41.3"
"292","Holy Cross","33","14-19","737","1785","41.3"
"293","VMI","30","9-21","729","1770","41.2"
"294","Ga. Southern","31","14-17","781","1903","41.0"
"295","Grambling","30","7-23","632","1540","41.0"
"296","McNeese","29","9-20","719","1752","41.0"
"297","Cal St. Fullerton","30","10-20","698","1702","41.0"
"298","Santa Clara","31","11-20","713","1740","41.0"
"299","Boston College","32","7-25","717","1751","40.9"
"300","Southern Miss.","29","8-21","612","1496","40.9"
"301","South Alabama","33","14-19","784","1917","40.9"
"302","Alcorn","30","15-15","691","1690","40.9"
"303","Southeast Mo. St.","29","5-24","699","1711","40.9"
"304","Alabama St.","31","14-17","788","1929","40.9"
"305","Troy","31","9-22","740","1816","40.7"
"306","Hartford","33","10-23","777","1907","40.7"
"307","Fla. Atlantic","33","8-25","752","1847","40.7"
"308","Penn St.","32","16-16","732","1799","40.7"
"309","Jackson St.","35","20-15","875","2153","40.6"
"310","Howard","32","12-20","750","1846","40.6"
"311","St. John's (NY)","32","8-24","757","1865","40.6"
"312","N.C. A&T","32","10-22","745","1836","40.6"
"313","George Mason","32","11-21","766","1888","40.6"
"314","TCU","33","12-21","734","1810","40.6"
"315","Minnesota","31","8-23","724","1786","40.5"
"316","Temple","32","21-11","792","1957","40.5"
"317","La Salle","31","9-22","690","1707","40.4"
"318","Niagara","32","7-25","735","1820","40.4"
"319","Miami (OH)","33","13-20","719","1782","40.3"
"320","Cleveland St.","32","9-23","704","1747","40.3"
"321","Jacksonville St.","31","8-23","721","1792","40.2"
"322","Delaware","30","7-23","669","1664","40.2"
"323","Florida A&M","29","8-21","644","1606","40.1"
"324","Mt. St. Mary's","33","14-19","788","1967","40.1"
"325","Appalachian St.","31","9-22","719","1795","40.1"
"326","Central Conn. St.","29","4-25","682","1703","40.0"
"327","Northern Ariz.","30","5-25","699","1747","40.0"
"328","SIUE","28","6-22","634","1591","39.8"
"329","Savannah St.","31","16-15","652","1637","39.8"
"330","Auburn","31","11-20","724","1819","39.8"
"331","St. Francis Brooklyn","32","15-17","710","1787","39.7"
"332","Tulane","34","12-22","802","2021","39.7"
"333","Morgan St.","31","9-22","734","1854","39.6"
"334","Drexel","31","6-25","677","1721","39.3"
"335","Indiana St.","32","15-17","715","1825","39.2"
"336","Ark.-Pine Bluff","33","8-25","674","1722","39.1"
"337","Delaware St.","32","7-25","710","1815","39.1"
"338","San Diego","30","9-21","630","1614","39.0"
"339","Binghamton","30","8-22","629","1614","39.0"
"340","UIC","30","5-25","697","1796","38.8"
"341","Mississippi Val.","34","7-27","799","2081","38.4"
"342","Coppin St.","31","9-22","741","1932","38.4"
"343","Chicago St.","32","4-28","764","1995","38.3"
"344","Prairie View","31","7-24","657","1727","38.0"
"345","Bradley","32","5-27","606","1597","37.9"
"346","Quinnipiac","30","9-21","698","1898","36.8"
Reclassifying
"NR","UMass Lowell","29","11-18","800","1705","46.9"
"NR","Grand Canyon","32","26-6","851","1862","45.7"
"NR","Abilene Christian","31","13-18","771","1704","45.2"
"NR","Northern Ky.","30","9-21","755","1719","43.9"
"NR","Incarnate Word","29","17-12","718","1652","43.5"

NCAA Men's Basketball
Division IField-Goal Percentage Defense
Through Games 03/15/2016


"Rank","Name","GM","W-L","OPP FG","OPP FGA","OPP FG%"
"1","San Diego St.","34","25-9","706","1902","37.1"
"2","Michigan St.","34","29-5","741","1966","37.7"
"3","UConn","34","24-10","737","1931","38.2"
"4","Wichita St.","33","25-8","618","1618","38.2"
"5","Valparaiso","33","27-6","700","1827","38.3"
"6","Georgia","32","19-13","715","1863","38.4"
"7","Vanderbilt","33","19-14","784","2033","38.6"
"8","UC Irvine","34","25-9","758","1959","38.7"
"9","Little Rock","33","29-4","664","1710","38.8"
"10","Monmouth","34","27-7","815","2088","39.0"
"11","Louisville","31","23-8","631","1616","39.0"
"12","Cincinnati","32","22-10","722","1849","39.0"
"13","Jackson St.","35","20-15","732","1872","39.1"
"14","CSU Bakersfield","32","24-8","668","1708","39.1"
"15","Purdue","34","26-8","794","2029","39.1"
"16","New Mexico St.","34","23-11","780","1991","39.2"
"17","Nevada","32","19-13","761","1940","39.2"
"18","California","33","23-10","762","1940","39.3"
"19","South Carolina","33","25-8","749","1902","39.4"
"20","James Madison","32","21-11","742","1874","39.6"
"21","Coastal Caro.","30","19-11","710","1791","39.6"
"22","Old Dominion","35","22-13","738","1857","39.7"
"23","Kansas","34","30-4","784","1970","39.8"
"24","Hawaii","32","27-5","719","1806","39.8"
"25","UT Arlington","33","23-10","751","1886","39.8"
"26","Arkansas St.","31","11-20","791","1982","39.9"
"27","Gonzaga","33","26-7","795","1992","39.9"
"28","SMU","30","25-5","676","1690","40.0"
"","Villanova","34","29-5","764","1910","40.0"
"30","Memphis","34","19-15","825","2062","40.0"
"31","Kentucky","34","26-8","782","1954","40.0"
"32","UC Santa Barbara","31","18-13","693","1730","40.1"
"33","Seton Hall","33","25-8","790","1971","40.1"
"34","Northwestern","32","20-12","716","1784","40.1"
"35","Northern Ill.","33","21-12","733","1825","40.2"
"36","Mercer","34","19-15","786","1954","40.2"
"37","Ohio St.","34","21-13","810","2013","40.2"
"38","Ball St.","33","20-13","743","1841","40.4"
"39","Stony Brook","32","26-6","737","1824","40.4"
"40","Dayton","32","25-7","740","1829","40.5"
"41","Oklahoma","32","25-7","819","2024","40.5"
"42","Evansville","34","25-9","794","1962","40.5"
"43","Texas A&M","34","26-8","783","1930","40.6"
"44","Harvard","30","14-16","699","1721","40.6"
"45","Yale","28","22-6","625","1536","40.7"
"46","Wagner","32","22-10","683","1677","40.7"
"47","FIU","32","13-19","775","1901","40.8"
"48","Maryland","33","25-8","798","1956","40.8"
"49","Seattle U","30","14-16","693","1698","40.8"
"50","Saint Mary's (CA)","33","28-5","756","1849","40.9"
"51","Georgia St.","30","16-14","638","1559","40.9"
"52","Alabama","33","18-15","769","1878","40.9"
"53","North Carolina","34","28-6","838","2046","41.0"
"54","Oklahoma St.","32","12-20","725","1769","41.0"
"55","Florida","34","20-14","814","1986","41.0"
"56","Akron","35","26-9","862","2103","41.0"
"57","FGCU","34","21-13","846","2056","41.1"
"58","Rider","33","13-20","767","1862","41.2"
"59","Saint Peter's","30","14-16","693","1682","41.2"
"60","Georgetown","33","15-18","758","1839","41.2"
"61","UAB","32","26-6","803","1948","41.2"
"62","La.-Monroe","34","20-14","827","2005","41.2"
"63","BYU","33","23-10","831","2014","41.3"
"64","Navy","33","19-14","707","1713","41.3"
"65","Tennessee St.","31","20-11","698","1691","41.3"
"66","South Fla.","33","8-25","817","1978","41.3"
"67","Arizona","33","25-8","829","2007","41.3"
"68","A&M-Corpus Christi","32","25-7","719","1740","41.3"
"69","Utah","34","26-8","873","2112","41.3"
"70","UC Davis","30","11-19","707","1710","41.3"
"71","Syracuse","32","19-13","759","1835","41.4"
"72","Weber St.","34","26-8","850","2054","41.4"
"73","Idaho","33","21-12","726","1753","41.4"
"74","UNLV","33","18-15","831","2006","41.4"
"75","Iowa","31","21-10","788","1901","41.5"
"76","Saint Joseph's","34","27-7","875","2110","41.5"
"77","UCF","30","12-18","799","1925","41.5"
"78","South Dakota St.","32","25-7","745","1794","41.5"
"79","Southern U.","34","22-12","814","1960","41.5"
"80","Quinnipiac","30","9-21","729","1755","41.5"
"81","Indiana St.","32","15-17","745","1793","41.6"
"82","Xavier","32","27-5","787","1894","41.6"
"83","Duquesne","32","16-16","832","2002","41.6"
"84","Tulsa","31","20-11","733","1760","41.6"
"85","Towson","32","20-12","720","1728","41.7"
"","Temple","32","21-11","785","1884","41.7"
"87","Siena","34","21-13","851","2041","41.7"
"88","Houston","31","22-9","744","1784","41.7"
"89","UNCW","32","25-7","729","1748","41.7"
"90","Southern California","33","21-12","899","2153","41.8"
"91","Fresno St.","34","25-9","785","1879","41.8"
"92","Texas","32","20-12","754","1801","41.9"
"93","Colorado","33","22-11","829","1980","41.9"
"94","Clemson","31","17-14","723","1725","41.9"
"95","New Mexico","32","17-15","807","1919","42.1"
"96","Eastern Mich.","33","18-15","823","1957","42.1"
"97","Albany (NY)","32","24-8","770","1830","42.1"
"98","Illinois St.","32","18-14","734","1744","42.1"
"99","Iona","32","22-10","812","1929","42.1"
"100","Norfolk St.","33","17-16","792","1880","42.1"
"101","William & Mary","31","20-11","798","1894","42.1"
"102","Wright St.","35","22-13","745","1768","42.1"
"103","UNI","34","22-12","794","1884","42.1"
"104","Virginia","33","26-7","687","1630","42.1"
"105","South Alabama","33","14-19","834","1975","42.2"
"106","North Dakota St.","32","20-12","750","1775","42.3"
"107","George Mason","32","11-21","827","1957","42.3"
"108","UNC Asheville","33","22-11","802","1897","42.3"
"109","St. Francis Brooklyn","32","15-17","765","1809","42.3"
"110","Hampton","31","21-10","794","1874","42.4"
"111","Penn St.","32","16-16","739","1744","42.4"
"112","UTEP","33","19-14","853","2013","42.4"
"113","Missouri","31","10-21","759","1791","42.4"
"114","Oregon","34","28-6","836","1970","42.4"
"115","Winthrop","32","23-9","870","2050","42.4"
"116","Col. of Charleston","31","17-14","657","1548","42.4"
"117","Bucknell","30","17-13","746","1757","42.5"
"118","Texas St.","31","15-16","691","1627","42.5"
"119","Niagara","32","7-25","788","1854","42.5"
"120","Pacific","28","8-20","650","1528","42.5"
"121","Howard","32","12-20","844","1984","42.5"
"122","Tennessee","34","15-19","886","2081","42.6"
"123","Grambling","30","7-23","700","1644","42.6"
"124","Middle Tenn.","33","24-9","767","1799","42.6"
"125","Rhode Island","32","17-15","713","1672","42.6"
"126","Texas Tech","31","19-12","758","1777","42.7"
"127","Oregon St.","31","19-12","739","1732","42.7"
"128","Massachusetts","32","14-18","823","1928","42.7"
"129","UC Riverside","33","14-19","796","1863","42.7"
"130","Marquette","33","20-13","886","2073","42.7"
"131","UIC","30","5-25","803","1878","42.8"
"132","Louisiana Tech","32","23-9","833","1948","42.8"
"133","West Virginia","34","26-8","709","1658","42.8"
"134","Montana","32","21-11","719","1680","42.8"
"135","Notre Dame","32","21-11","821","1918","42.8"
"136","Ole Miss","32","20-12","779","1819","42.8"
"137","Vermont","34","21-13","834","1947","42.8"
"138","Cal St. Fullerton","30","10-20","752","1755","42.8"
"139","Sacramento St.","31","14-17","789","1839","42.9"
"140","Western Ill.","27","10-17","647","1508","42.9"
"141","Wisconsin","32","20-12","732","1705","42.9"
"142","UCLA","32","15-17","860","2002","43.0"
"143","Miami (FL)","32","25-7","790","1839","43.0"
"144","Washington","33","19-14","906","2108","43.0"
"145","Air Force","32","14-18","784","1823","43.0"
"146","Mississippi St.","31","14-17","791","1837","43.1"
"147","San Jose St.","31","9-22","761","1767","43.1"
"148","N.C. Central","32","13-19","770","1787","43.1"
"149","Butler","31","21-10","764","1773","43.1"
"150","UMKC","31","12-19","734","1703","43.1"
"151","Bowling Green","34","16-18","853","1979","43.1"
"152","Boston U.","32","18-14","819","1899","43.1"
"153","Buffalo","34","20-14","882","2044","43.2"
"154","Bethune-Cookman","32","14-18","830","1923","43.2"
"155","New Hampshire","31","19-12","765","1771","43.2"
"156","UT Martin","33","19-14","830","1920","43.2"
"157","Savannah St.","31","16-15","708","1636","43.3"
"158","Virginia Tech","33","19-14","853","1971","43.3"
"159","Western Caro.","33","16-17","802","1852","43.3"
"160","Loyola Chicago","32","15-17","726","1676","43.3"
"161","Saint Louis","32","11-21","780","1800","43.3"
"","Tulane","34","12-22","845","1950","43.3"
"163","George Washington","33","23-10","830","1915","43.3"
"164","ETSU","34","23-11","851","1963","43.4"
"165","Kansas St.","33","17-16","776","1789","43.4"
"166","Furman","34","19-15","788","1816","43.4"
"167","Creighton","33","19-14","855","1970","43.4"
"168","Oakland","32","21-11","898","2069","43.4"
"169","Chattanooga","34","29-5","829","1910","43.4"
"170","Robert Morris","32","10-22","800","1843","43.4"
"171","Miami (OH)","33","13-20","748","1723","43.4"
"172","St. Bonaventure","30","22-8","758","1746","43.4"
"173","Delaware St.","32","7-25","791","1821","43.4"
"174","Providence","33","23-10","850","1956","43.5"
"175","Wyoming","31","13-18","764","1758","43.5"
"176","Binghamton","30","8-22","728","1675","43.5"
"177","Toledo","32","17-15","815","1874","43.5"
"178","North Dakota","32","17-15","802","1844","43.5"
"179","Fairfield","32","19-13","876","2014","43.5"
"180","Iowa St.","32","21-11","903","2075","43.5"
"181","Hofstra","33","24-9","921","2116","43.5"
"182","Delaware","30","7-23","784","1801","43.5"
"183","Arkansas","32","16-16","803","1844","43.5"
"184","Lehigh","32","17-15","795","1825","43.6"
"185","Houston Baptist","33","17-16","883","2027","43.6"
"186","Princeton","28","22-6","709","1627","43.6"
"187","Pittsburgh","32","21-11","781","1791","43.6"
"188","Southern Miss.","29","8-21","687","1575","43.6"
"189","Morehead St.","32","20-12","695","1592","43.7"
"190","Ohio","32","21-11","833","1908","43.7"
"191","Louisiana","31","17-14","799","1830","43.7"
"192","Ga. Southern","31","14-17","770","1763","43.7"
"193","Pepperdine","31","18-13","810","1850","43.8"
"194","SFA","32","27-5","719","1642","43.8"
"195","NC State","33","16-17","883","2016","43.8"
"196","Texas Southern","33","18-15","873","1992","43.8"
"197","Nebraska","34","16-18","799","1823","43.8"
"198","Brown","28","8-20","757","1726","43.9"
"199","Belmont","31","20-11","843","1922","43.9"
"200","Ark.-Pine Bluff","33","8-25","747","1701","43.9"
"201","Bradley","32","5-27","737","1678","43.9"
"202","Tennessee Tech","30","19-11","806","1832","44.0"
"203","VCU","34","24-10","818","1859","44.0"
"204","San Francisco","30","15-15","811","1843","44.0"
"205","Santa Clara","31","11-20","781","1774","44.0"
"206","Wake Forest","31","11-20","847","1923","44.0"
"207","CSUN","30","10-20","799","1814","44.0"
"208","UNC Greensboro","32","14-18","788","1789","44.0"
"209","Sam Houston St.","34","18-16","796","1807","44.1"
"210","Columbia","31","21-10","744","1688","44.1"
"211","Florida St.","33","20-13","849","1926","44.1"
"212","Western Mich.","32","13-19","804","1823","44.1"
"213","Florida A&M","29","8-21","746","1691","44.1"
"214","Long Beach St.","35","20-15","890","2016","44.1"
"215","Indiana","32","25-7","821","1859","44.2"
"","Troy","31","9-22","821","1859","44.2"
"217","Utah St.","31","16-15","795","1800","44.2"
"218","DePaul","31","9-22","756","1711","44.2"
"219","Washington St.","31","9-22","836","1892","44.2"
"220","NJIT","31","17-14","804","1819","44.2"
"221","Stanford","30","15-15","728","1647","44.2"
"222","Penn","28","11-17","732","1655","44.2"
"223","Georgia Tech","33","19-14","855","1933","44.2"
"224","South Carolina St.","34","19-15","851","1922","44.3"
"225","Kent St.","32","19-13","810","1829","44.3"
"226","Auburn","31","11-20","832","1877","44.3"
"227","Samford","33","14-19","820","1848","44.4"
"228","Army West Point","32","19-13","888","2001","44.4"
"229","Central Mich.","32","17-15","833","1877","44.4"
"230","Cornell","28","10-18","765","1723","44.4"
"231","Cleveland St.","32","9-23","738","1662","44.4"
"232","Baylor","33","22-11","797","1794","44.4"
"233","Missouri St.","32","13-19","818","1841","44.4"
"234","N.C. A&T","32","10-22","796","1791","44.4"
"235","Boise St.","32","20-12","785","1765","44.5"
"236","Eastern Ill.","30","13-17","766","1722","44.5"
"237","San Diego","30","9-21","714","1605","44.5"
"238","Michigan","34","22-12","844","1896","44.5"
"239","Gardner-Webb","33","17-16","840","1887","44.5"
"240","Duke","33","23-10","911","2046","44.5"
"241","Lamar University","30","11-19","773","1734","44.6"
"242","Presbyterian","31","11-20","781","1751","44.6"
"243","Green Bay","35","23-12","981","2198","44.6"
"244","Longwood","33","10-23","853","1911","44.6"
"245","Jacksonville","32","16-16","862","1931","44.6"
"246","Elon","32","16-16","884","1980","44.6"
"247","TCU","33","12-21","806","1805","44.7"
"248","Alcorn","30","15-15","748","1674","44.7"
"249","East Carolina","32","12-20","854","1911","44.7"
"250","Bryant","31","8-23","841","1880","44.7"
"251","Utah Valley","30","12-18","851","1902","44.7"
"252","Southeastern La.","33","12-21","847","1893","44.7"
"253","Idaho St.","31","16-15","832","1859","44.8"
"254","Nicholls St.","34","11-23","909","2031","44.8"
"255","Fordham","30","17-13","703","1569","44.8"
"256","VMI","30","9-21","769","1716","44.8"
"257","Saint Francis (PA)","30","13-17","796","1776","44.8"
"258","Lipscomb","33","12-21","922","2057","44.8"
"259","Milwaukee","33","20-13","882","1966","44.9"
"260","Radford","31","16-15","818","1822","44.9"
"261","Sacred Heart","30","12-18","811","1805","44.9"
"262","St. John's (NY)","32","8-24","835","1855","45.0"
"263","Richmond","32","16-16","837","1858","45.0"
"264","Dartmouth","28","10-18","679","1507","45.1"
"265","Minnesota","31","8-23","807","1791","45.1"
"266","Colorado St.","34","18-16","918","2037","45.1"
"267","LIU Brooklyn","31","16-15","837","1856","45.1"
"268","Oral Roberts","31","14-17","861","1909","45.1"
"269","Portland","32","12-20","871","1928","45.2"
"270","Drake","31","7-24","816","1805","45.2"
"271","LSU","33","19-14","915","2021","45.3"
"272","Southern Ill.","32","22-10","764","1687","45.3"
"273","Rutgers","32","7-25","940","2074","45.3"
"274","Mt. St. Mary's","33","14-19","801","1766","45.4"
"275","Chicago St.","32","4-28","826","1821","45.4"
"276","Western Ky.","34","18-16","949","2092","45.4"
"277","High Point","32","21-11","811","1787","45.4"
"278","UTRGV","30","8-22","861","1897","45.4"
"279","Denver","31","16-15","672","1479","45.4"
"280","Mississippi Val.","34","7-27","947","2083","45.5"
"281","South Dakota","32","14-18","852","1874","45.5"
"282","New Orleans","30","10-20","785","1726","45.5"
"283","Alabama A&M","29","11-18","726","1596","45.5"
"284","Murray St.","31","17-14","719","1580","45.5"
"285","Morgan St.","31","9-22","800","1756","45.6"
"286","Omaha","31","18-13","872","1914","45.6"
"287","Liberty","32","13-19","747","1637","45.6"
"288","Northeastern","33","18-15","883","1935","45.6"
"289","Fairleigh Dickinson","33","18-15","868","1901","45.7"
"290","Prairie View","31","7-24","748","1637","45.7"
"291","Austin Peay","35","18-17","955","2088","45.7"
"292","Holy Cross","33","14-19","803","1755","45.8"
"293","Purdue Fort Wayne","33","24-9","909","1986","45.8"
"294","Fla. Atlantic","33","8-25","882","1927","45.8"
"295","Arizona St.","32","15-17","830","1812","45.8"
"296","Charleston So.","30","9-21","783","1708","45.8"
"","Campbell","30","12-18","783","1708","45.8"
"298","La Salle","31","9-22","802","1749","45.9"
"299","Davidson","33","20-13","945","2059","45.9"
"300","Colgate","30","13-17","734","1599","45.9"
"301","IUPUI","32","13-19","843","1836","45.9"
"302","Loyola Maryland","30","9-21","784","1707","45.9"
"303","Boston College","32","7-25","796","1732","46.0"
"304","Loyola Marymount","31","14-17","775","1686","46.0"
"305","USC Upstate","32","10-22","889","1934","46.0"
"306","North Texas","32","12-20","864","1879","46.0"
"307","McNeese","29","9-20","822","1785","46.1"
"308","Drexel","31","6-25","737","1600","46.1"
"309","Cal Poly","30","10-20","792","1719","46.1"
"310","SIUE","28","6-22","708","1536","46.1"
"311","UMES","32","10-22","790","1713","46.1"
"312","Eastern Ky.","31","15-16","837","1814","46.1"
"313","Detroit Mercy","31","16-15","862","1867","46.2"
"314","Illinois","34","15-19","930","2013","46.2"
"315","Appalachian St.","31","9-22","856","1852","46.2"
"316","Alabama St.","31","14-17","808","1746","46.3"
"317","Lafayette","30","6-24","853","1839","46.4"
"318","North Florida","34","22-12","1049","2261","46.4"
"319","Jacksonville St.","31","8-23","783","1685","46.5"
"320","Portland St.","31","13-18","875","1878","46.6"
"321","Marshall","33","17-16","1009","2160","46.7"
"322","Kennesaw St.","31","11-20","857","1834","46.7"
"323","Manhattan","31","13-18","769","1643","46.8"
"324","American","31","12-19","735","1568","46.9"
"325","Marist","30","7-23","833","1776","46.9"
"326","Central Ark.","28","7-21","811","1728","46.9"
"327","Youngstown St.","32","11-21","984","2094","47.0"
"328","Coppin St.","31","9-22","881","1872","47.1"
"329","Hartford","33","10-23","918","1946","47.2"
"330","Stetson","34","12-22","1052","2227","47.2"
"331","Northern Colo.","31","10-21","811","1714","47.3"
"332","Montana St.","31","14-17","820","1732","47.3"
"333","Central Conn. St.","29","4-25","843","1775","47.5"
"334","Southeast Mo. St.","29","5-24","824","1733","47.5"
"335","Canisius","33","14-19","892","1873","47.6"
"336","Northern Ariz.","30","5-25","864","1810","47.7"
"337","Rice","32","12-20","915","1901","48.1"
"338","Charlotte","33","14-19","961","1994","48.2"
"339","Northwestern St.","28","8-20","870","1798","48.4"
"340","Wofford","32","15-17","826","1699","48.6"
"341","Eastern Wash.","32","17-15","894","1837","48.7"
"342","UMBC","32","7-25","904","1821","49.6"
"343","Maine","30","8-22","934","1880","49.7"
"344","Southern Utah","29","5-24","825","1635","50.5"
"345","UTSA","32","5-27","927","1826","50.8"
"346","The Citadel","32","10-22","1052","2054","51.2"
Reclassifying
"NR","Grand Canyon","32","26-6","779","1833","42.5"
"NR","Northern Ky.","30","9-21","754","1722","43.8"
"NR","Incarnate Word","29","17-12","769","1681","45.7"
"NR","Abilene Christian","31","13-18","792","1662","47.7"
"NR","UMass Lowell","29","11-18","850","1776","47.9"

NCAA Men's Basketball
Division IThree-Point Field Goals Per Game
Through Games 03/15/2016


"Rank","Name","GM","W-L","3FG","3PG"
"1","North Florida","34","22-12","411","12.1"
"2","Akron","35","26-9","409","11.7"
"3","The Citadel","32","10-22","363","11.3"
"4","Purdue Fort Wayne","33","24-9","347","10.5"
"5","Belmont","31","20-11","324","10.5"
"6","Oklahoma","32","25-7","334","10.4"
"7","Eastern Wash.","32","17-15","329","10.3"
"8","Marshall","33","17-16","332","10.1"
"9","Lipscomb","33","12-21","331","10.0"
"10","Iona","32","22-10","320","10.0"
"11","Wyoming","31","13-18","307","9.9"
"12","Indiana","32","25-7","316","9.9"
"13","Princeton","28","22-6","271","9.7"
"14","Hartford","33","10-23","319","9.7"
"15","Central Mich.","32","17-15","309","9.7"
"16","Davidson","33","20-13","317","9.6"
"17","Colorado St.","34","18-16","326","9.6"
"","Michigan","34","22-12","326","9.6"
"19","Montana St.","31","14-17","297","9.6"
"20","Elon","32","16-16","303","9.5"
"21","Columbia","31","21-10","293","9.5"
"22","Duquesne","32","16-16","301","9.4"
"23","Charleston So.","30","9-21","280","9.3"
"24","Milwaukee","33","20-13","306","9.3"
"","Duke","33","23-10","306","9.3"
"26","Michigan St.","34","29-5","310","9.1"
"27","Ga. Southern","31","14-17","282","9.1"
"28","Fairfield","32","19-13","289","9.0"
"","Portland","32","12-20","289","9.0"
"30","UT Arlington","33","23-10","294","8.9"
"","BYU","33","23-10","294","8.9"
"32","Winthrop","32","23-9","285","8.9"
"33","Colgate","30","13-17","267","8.9"
"34","Army West Point","32","19-13","284","8.9"
"","Oakland","32","21-11","284","8.9"
"36","Southern Miss.","29","8-21","257","8.9"
"37","Liberty","32","13-19","283","8.8"
"38","Auburn","31","11-20","272","8.8"
"39","VMI","30","9-21","263","8.8"
"40","Saint Mary's (CA)","33","28-5","289","8.8"
"","Ball St.","33","20-13","289","8.8"
"42","Syracuse","32","19-13","280","8.8"
"43","Jacksonville","32","16-16","278","8.7"
"","James Madison","32","21-11","278","8.7"
"","Northwestern","32","20-12","278","8.7"
"46","Northeastern","33","18-15","286","8.7"
"47","Canisius","33","14-19","285","8.6"
"48","Tennessee Tech","30","19-11","259","8.6"
"49","UNC Greensboro","32","14-18","276","8.6"
"50","NJIT","31","17-14","266","8.6"
"51","Villanova","34","29-5","291","8.6"
"52","Utah Valley","30","12-18","256","8.5"
"53","Ohio","32","21-11","273","8.5"
"54","Hofstra","33","24-9","279","8.5"
"55","Weber St.","34","26-8","287","8.4"
"56","Wofford","32","15-17","270","8.4"
"57","Gardner-Webb","33","17-16","276","8.4"
"58","La Salle","31","9-22","259","8.4"
"59","Kansas","34","30-4","283","8.3"
"60","Eastern Ky.","31","15-16","258","8.3"
"61","Cornell","28","10-18","233","8.3"
"62","Stetson","34","12-22","282","8.3"
"63","Utah St.","31","16-15","257","8.3"
"64","Iowa St.","32","21-11","265","8.3"
"65","Vanderbilt","33","19-14","273","8.3"
"66","Marist","30","7-23","248","8.3"
"67","Appalachian St.","31","9-22","256","8.3"
"68","St. Bonaventure","30","22-8","247","8.2"
"69","Iowa","31","21-10","255","8.2"
"70","Toledo","32","17-15","263","8.2"
"71","Long Beach St.","35","20-15","287","8.2"
"72","UNI","34","22-12","278","8.2"
"73","Lafayette","30","6-24","245","8.2"
"74","Boise St.","32","20-12","261","8.2"
"75","Illinois","34","15-19","277","8.1"
"76","Creighton","33","19-14","267","8.1"
"","Valparaiso","33","27-6","267","8.1"
"78","Idaho St.","31","16-15","250","8.1"
"79","Charlotte","33","14-19","266","8.1"
"80","Brown","28","8-20","225","8.0"
"81","Youngstown St.","32","11-21","257","8.0"
"82","ETSU","34","23-11","271","8.0"
"83","SFA","32","27-5","254","7.9"
"","Arizona St.","32","15-17","254","7.9"
"85","Cal Poly","30","10-20","238","7.9"
"86","Georgetown","33","15-18","261","7.9"
"87","Southern California","33","21-12","260","7.9"
